order_id,order_date,brand,model_name,category,gender,size,color,base_price_usd,discount_percent,final_price_usd,units_sold,revenue_usd,payment_method,sales_channel,country,customer_income_level,customer_rating,Revenue,discount_band,order_value,price_tier,discount_value,year,month,year_month
ORD101352,05-06-2020,Puma,Model-848,Lifestyle,Women,11,Grey,188,20,150.4,4,601.6,Bank Transfer,Online,UK,High,3.4,601.6,11_to_20,601.6,Premium,37.6,2020,6,2020-06
ORD101353,14-09-2019,Adidas,Model-430,Running,Women,11,Black,62,30,43.4,3,130.2,Card,Retail Store,India,Medium,4.2,130.2,21_to_30,130.2,Budget,18.6,2019,9,2019-09
ORD101354,02-05-2018,Nike,Model-548,Basketball,Women,7,Grey,104,5,98.8,1,98.8,Bank Transfer,Retail Store,UAE,High,4.5,98.8,0_to_10,98.8,Mid,5.2,2018,5,2018-05
ORD101355,30-04-2023,Adidas,Model-115,Running,Women,8,Grey,87,15,73.95,4,295.8,Cash,Online,UAE,High,4.3,295.8,11_to_20,295.8,Budget,13.05,2023,4,2023-04
ORD101356,16-07-2021,Puma,Model-878,Training,Women,6,Grey,203,0,203,2,406,Bank Transfer,Online,UAE,High,4.5,406,0_to_10,406,Premium,0,2021,7,2021-07
ORD101357,15-04-2019,Reebok,Model-936,Lifestyle,Women,8,Blue,174,15,147.9,3,443.7,Bank Transfer,Online,Germany,Medium,3.3,443.7,11_to_20,443.7,Premium,26.1,2019,4,2019-04
ORD101358,26-02-2023,ASICS,Model-202,Gym,Women,6,Blue,134,5,127.3,2,254.6,Cash,Retail Store,Pakistan,High,3.7,254.6,0_to_10,254.6,Mid,6.7,2023,2,2023-02
ORD101359,25-06-2026,Nike,Model-106,Training,Women,6,Grey,118,10,106.2,4,424.8,Bank Transfer,Retail Store,UK,High,4.8,424.8,0_to_10,424.8,Mid,11.8,2026,6,2026-06
ORD101360,06-06-2018,Nike,Model-994,Training,Unisex,9,Blue,160,5,152,1,152,Card,Online,India,High,4.1,152,0_to_10,152,Premium,8,2018,6,2018-06
ORD101361,17-01-2026,Nike,Model-127,Basketball,Women,10,Blue,176,15,149.6,4,598.4,Cash,Retail Store,UK,Low,3.6,598.4,11_to_20,598.4,Premium,26.4,2026,1,2026-01
ORD101362,17-05-2024,New Balance,Model-897,Running,Unisex,11,White,115,10,103.5,4,414,Bank Transfer,Online,Germany,Medium,3.7,414,0_to_10,414,Mid,11.5,2024,5,2024-05
ORD101363,13-11-2024,Puma,Model-676,Running,Women,10,Black,139,5,132.05,3,396.15,Bank Transfer,Retail Store,USA,Low,3.3,396.15,0_to_10,396.15,Mid,6.95,2024,11,2024-11
ORD101364,27-04-2019,New Balance,Model-471,Gym,Men,10,White,81,10,72.9,1,72.9,Wallet,Online,UK,Medium,3.2,72.9,0_to_10,72.9,Budget,8.1,2019,4,2019-04
ORD101365,21-03-2022,Adidas,Model-280,Running,Women,7,Grey,127,15,107.95,4,431.8,Bank Transfer,Online,Pakistan,Low,3.7,431.8,11_to_20,431.8,Mid,19.05,2022,3,2022-03
ORD101366,19-02-2026,Puma,Model-120,Basketball,Women,9,Black,205,30,143.5,2,287,Card,Online,UK,Low,4.4,287,21_to_30,287,Premium,61.5,2026,2,2026-02
ORD101367,24-05-2025,Nike,Model-701,Lifestyle,Men,10,Grey,162,20,129.6,2,259.2,Bank Transfer,Retail Store,India,High,3.9,259.2,11_to_20,259.2,Mid,32.4,2025,5,2025-05
ORD101368,24-11-2026,Nike,Model-578,Lifestyle,Women,11,Grey,218,10,196.2,1,196.2,Card,Online,Pakistan,High,3.7,196.2,0_to_10,196.2,Premium,21.8,2026,11,2026-11
ORD101369,05-07-2019,New Balance,Model-337,Training,Men,11,Red,61,15,51.85,4,207.4,Bank Transfer,Online,USA,Low,5,207.4,11_to_20,207.4,Budget,9.15,2019,7,2019-07
ORD101370,03-07-2025,Reebok,Model-594,Lifestyle,Unisex,8,Blue,158,5,150.1,3,450.3,Card,Online,Germany,High,4.6,450.3,0_to_10,450.3,Premium,7.9,2025,7,2025-07
ORD101371,09-07-2018,New Balance,Model-328,Lifestyle,Unisex,7,Blue,100,10,90,3,270,Cash,Retail Store,Pakistan,Medium,3.8,270,0_to_10,270,Budget,10,2018,7,2018-07
ORD101372,19-07-2025,Nike,Model-369,Gym,Women,9,White,199,20,159.2,3,477.6,Bank Transfer,Retail Store,USA,High,3.6,477.6,11_to_20,477.6,Premium,39.8,2025,7,2025-07
ORD101373,20-09-2022,ASICS,Model-131,Training,Unisex,7,Black,140,5,133,2,266,Card,Online,Pakistan,High,4.9,266,0_to_10,266,Mid,7,2022,9,2022-09
ORD101374,14-07-2024,New Balance,Model-748,Training,Men,6,Grey,128,20,102.4,2,204.8,Wallet,Online,India,Medium,3.5,204.8,11_to_20,204.8,Mid,25.6,2024,7,2024-07
ORD101375,01-10-2021,Reebok,Model-673,Basketball,Unisex,6,Grey,159,5,151.05,1,151.05,Bank Transfer,Online,Pakistan,Medium,3,151.05,0_to_10,151.05,Premium,7.95,2021,10,2021-10
ORD101376,08-02-2024,Puma,Model-242,Running,Unisex,11,Blue,173,30,121.1,1,121.1,Cash,Retail Store,UAE,High,4.4,121.1,21_to_30,121.1,Mid,51.9,2024,2,2024-02
ORD101377,28-10-2026,Puma,Model-181,Lifestyle,Men,7,Black,216,20,172.8,4,691.2,Bank Transfer,Retail Store,UAE,Low,3.3,691.2,11_to_20,691.2,Premium,43.2,2026,10,2026-10
ORD101378,03-04-2026,ASICS,Model-725,Basketball,Women,11,Red,134,30,93.8,3,281.4,Cash,Retail Store,India,Medium,3.3,281.4,21_to_30,281.4,Budget,40.2,2026,4,2026-04
ORD101379,27-08-2020,Puma,Model-821,Basketball,Unisex,7,Grey,161,20,128.8,2,257.6,Cash,Retail Store,USA,Medium,3.5,257.6,11_to_20,257.6,Mid,32.2,2020,8,2020-08
ORD101380,03-05-2024,Reebok,Model-560,Basketball,Men,9,Black,117,0,117,1,117,Card,Retail Store,Germany,High,3.8,117,0_to_10,117,Mid,0,2024,5,2024-05
ORD101381,20-03-2018,ASICS,Model-904,Basketball,Men,9,White,156,15,132.6,4,530.4,Card,Retail Store,USA,High,4.5,530.4,11_to_20,530.4,Mid,23.4,2018,3,2018-03
ORD101382,10-10-2021,Puma,Model-656,Gym,Unisex,6,Grey,192,30,134.4,1,134.4,Card,Online,USA,Medium,3.1,134.4,21_to_30,134.4,Mid,57.6,2021,10,2021-10
ORD101383,11-09-2021,New Balance,Model-641,Basketball,Men,7,Grey,92,30,64.4,3,193.2,Bank Transfer,Retail Store,Pakistan,Medium,3.5,193.2,21_to_30,193.2,Budget,27.6,2021,9,2021-09
ORD101384,22-05-2023,Nike,Model-352,Basketball,Women,11,Blue,190,5,180.5,1,180.5,Cash,Online,Germany,Medium,3.2,180.5,0_to_10,180.5,Premium,9.5,2023,5,2023-05
ORD101385,03-06-2020,Puma,Model-529,Lifestyle,Men,9,Black,189,30,132.3,3,396.9,Wallet,Online,UK,Low,3.8,396.9,21_to_30,396.9,Mid,56.7,2020,6,2020-06
ORD101386,09-11-2021,Nike,Model-410,Basketball,Unisex,6,Grey,200,15,170,3,510,Bank Transfer,Online,Germany,High,3,510,11_to_20,510,Premium,30,2021,11,2021-11
ORD101387,08-09-2021,ASICS,Model-130,Lifestyle,Men,9,Red,100,15,85,4,340,Cash,Retail Store,UK,Low,4.6,340,11_to_20,340,Budget,15,2021,9,2021-09
ORD101388,05-05-2020,Puma,Model-721,Gym,Unisex,10,White,155,5,147.25,1,147.25,Wallet,Online,USA,High,3.9,147.25,0_to_10,147.25,Premium,7.75,2020,5,2020-05
ORD101389,12-03-2022,New Balance,Model-923,Basketball,Unisex,8,Blue,103,5,97.85,4,391.4,Cash,Online,India,Low,3.7,391.4,0_to_10,391.4,Mid,5.15,2022,3,2022-03
ORD101390,06-05-2025,Nike,Model-666,Basketball,Unisex,8,Blue,89,30,62.3,2,124.6,Cash,Retail Store,India,Medium,5,124.6,21_to_30,124.6,Budget,26.7,2025,5,2025-05
ORD101391,03-02-2022,Reebok,Model-507,Gym,Women,10,White,85,0,85,2,170,Bank Transfer,Online,USA,High,3.7,170,0_to_10,170,Budget,0,2022,2,2022-02
ORD101392,28-04-2020,New Balance,Model-583,Gym,Men,7,White,108,5,102.6,4,410.4,Card,Retail Store,UK,Medium,3.5,410.4,0_to_10,410.4,Mid,5.4,2020,4,2020-04
ORD101393,29-11-2023,ASICS,Model-696,Gym,Women,9,Grey,157,5,149.15,2,298.3,Bank Transfer,Retail Store,India,Low,3.2,298.3,0_to_10,298.3,Premium,7.85,2023,11,2023-11
ORD101394,01-03-2023,Reebok,Model-792,Training,Women,8,Grey,105,15,89.25,2,178.5,Card,Online,Pakistan,Medium,3.9,178.5,11_to_20,178.5,Budget,15.75,2023,3,2023-03
ORD101395,16-07-2022,ASICS,Model-363,Training,Unisex,7,Red,184,15,156.4,2,312.8,Wallet,Online,India,High,3.3,312.8,11_to_20,312.8,Premium,27.6,2022,7,2022-07
ORD101396,29-10-2021,Reebok,Model-587,Training,Men,6,Blue,132,10,118.8,4,475.2,Wallet,Retail Store,India,High,4.3,475.2,0_to_10,475.2,Mid,13.2,2021,10,2021-10
ORD101397,29-03-2019,Puma,Model-651,Gym,Men,7,Black,134,10,120.6,3,361.8,Card,Retail Store,UAE,High,3.9,361.8,0_to_10,361.8,Mid,13.4,2019,3,2019-03
ORD101398,18-02-2024,Nike,Model-512,Lifestyle,Women,9,Black,142,5,134.9,2,269.8,Cash,Online,UAE,High,4.4,269.8,0_to_10,269.8,Mid,7.1,2024,2,2024-02
ORD101399,20-01-2026,ASICS,Model-623,Training,Men,10,White,156,5,148.2,4,592.8,Wallet,Retail Store,UAE,High,3.9,592.8,0_to_10,592.8,Premium,7.8,2026,1,2026-01
ORD101400,10-11-2022,New Balance,Model-381,Basketball,Men,10,Blue,176,20,140.8,1,140.8,Card,Retail Store,USA,Low,3.5,140.8,11_to_20,140.8,Mid,35.2,2022,11,2022-11
ORD101401,12-11-2023,ASICS,Model-718,Basketball,Women,6,Red,72,15,61.2,1,61.2,Cash,Retail Store,India,High,4,61.2,11_to_20,61.2,Budget,10.8,2023,11,2023-11
ORD101402,18-10-2026,Adidas,Model-243,Gym,Men,10,Blue,176,30,123.2,2,246.4,Cash,Online,Pakistan,Low,5,246.4,21_to_30,246.4,Mid,52.8,2026,10,2026-10
ORD101403,11-09-2021,Nike,Model-521,Gym,Women,7,Red,213,0,213,1,213,Bank Transfer,Online,Germany,Low,4.8,213,0_to_10,213,Premium,0,2021,9,2021-09
ORD101404,22-07-2018,ASICS,Model-205,Training,Men,7,White,105,5,99.75,2,199.5,Card,Retail Store,India,Medium,4.2,199.5,0_to_10,199.5,Mid,5.25,2018,7,2018-07
ORD101405,19-08-2019,ASICS,Model-884,Running,Men,11,Black,131,15,111.35,2,222.7,Cash,Retail Store,UK,High,3.5,222.7,11_to_20,222.7,Mid,19.65,2019,8,2019-08
ORD101406,31-03-2025,New Balance,Model-345,Lifestyle,Women,11,Black,129,30,90.3,2,180.6,Cash,Online,USA,High,4,180.6,21_to_30,180.6,Budget,38.7,2025,3,2025-03
ORD101407,20-10-2018,Puma,Model-377,Basketball,Unisex,8,White,199,10,179.1,2,358.2,Card,Retail Store,USA,Low,3.3,358.2,0_to_10,358.2,Premium,19.9,2018,10,2018-10
ORD101408,22-11-2020,Adidas,Model-752,Training,Unisex,10,Black,163,5,154.85,1,154.85,Wallet,Online,USA,Low,3.9,154.85,0_to_10,154.85,Premium,8.15,2020,11,2020-11
ORD101409,16-02-2018,Reebok,Model-880,Lifestyle,Men,7,Blue,68,15,57.8,2,115.6,Cash,Online,India,High,4.4,115.6,11_to_20,115.6,Budget,10.2,2018,2,2018-02
ORD101410,16-04-2024,Reebok,Model-230,Lifestyle,Women,7,White,93,10,83.7,2,167.4,Card,Retail Store,Germany,High,5,167.4,0_to_10,167.4,Budget,9.3,2024,4,2024-04
ORD101411,08-02-2025,Adidas,Model-422,Lifestyle,Men,7,Red,129,0,129,3,387,Cash,Online,Germany,High,4.9,387,0_to_10,387,Mid,0,2025,2,2025-02
ORD101412,27-05-2022,ASICS,Model-934,Basketball,Women,8,White,175,15,148.75,1,148.75,Bank Transfer,Retail Store,Pakistan,Low,3.6,148.75,11_to_20,148.75,Premium,26.25,2022,5,2022-05
ORD101413,15-02-2023,New Balance,Model-674,Running,Women,10,White,188,10,169.2,4,676.8,Cash,Online,Pakistan,Medium,4.8,676.8,0_to_10,676.8,Premium,18.8,2023,2,2023-02
ORD101414,09-10-2025,Adidas,Model-392,Gym,Men,10,Red,136,0,136,2,272,Wallet,Retail Store,USA,High,3.8,272,0_to_10,272,Mid,0,2025,10,2025-10
ORD101415,23-08-2021,Adidas,Model-455,Training,Unisex,8,Black,83,10,74.7,2,149.4,Bank Transfer,Retail Store,Pakistan,High,4.4,149.4,0_to_10,149.4,Budget,8.3,2021,8,2021-08
ORD101416,02-12-2026,Reebok,Model-754,Basketball,Men,9,Red,88,10,79.2,4,316.8,Wallet,Online,UAE,High,3.4,316.8,0_to_10,316.8,Budget,8.8,2026,12,2026-12
ORD101417,07-01-2019,Adidas,Model-291,Lifestyle,Women,8,White,102,5,96.9,1,96.9,Bank Transfer,Retail Store,India,Low,3.7,96.9,0_to_10,96.9,Mid,5.1,2019,1,2019-01
ORD101418,02-01-2023,New Balance,Model-982,Training,Unisex,7,Black,125,30,87.5,3,262.5,Bank Transfer,Retail Store,UAE,High,5,262.5,21_to_30,262.5,Budget,37.5,2023,1,2023-01
ORD101419,25-02-2024,Reebok,Model-932,Basketball,Men,10,Red,137,0,137,4,548,Bank Transfer,Online,UK,Low,4.2,548,0_to_10,548,Mid,0,2024,2,2024-02
ORD101420,23-01-2026,Puma,Model-905,Lifestyle,Unisex,10,Red,149,5,141.55,1,141.55,Wallet,Retail Store,India,Medium,4.6,141.55,0_to_10,141.55,Mid,7.45,2026,1,2026-01
ORD101421,02-11-2022,Reebok,Model-478,Running,Men,11,Blue,208,10,187.2,2,374.4,Card,Online,UAE,High,4,374.4,0_to_10,374.4,Premium,20.8,2022,11,2022-11
ORD101422,25-01-2022,Adidas,Model-528,Training,Women,6,White,103,15,87.55,4,350.2,Wallet,Retail Store,India,Medium,4.8,350.2,11_to_20,350.2,Budget,15.45,2022,1,2022-01
ORD101423,15-02-2018,Nike,Model-815,Lifestyle,Women,7,Grey,190,15,161.5,3,484.5,Wallet,Retail Store,Germany,Low,3.4,484.5,11_to_20,484.5,Premium,28.5,2018,2,2018-02
ORD101424,02-08-2025,Adidas,Model-184,Training,Men,8,Black,217,20,173.6,1,173.6,Bank Transfer,Retail Store,Pakistan,Medium,3.4,173.6,11_to_20,173.6,Premium,43.4,2025,8,2025-08
ORD101425,27-02-2024,ASICS,Model-827,Gym,Unisex,6,Grey,150,0,150,2,300,Cash,Retail Store,UAE,Low,3.5,300,0_to_10,300,Premium,0,2024,2,2024-02
ORD101426,22-10-2025,ASICS,Model-130,Running,Women,8,Red,174,15,147.9,4,591.6,Bank Transfer,Online,Pakistan,High,3.3,591.6,11_to_20,591.6,Premium,26.1,2025,10,2025-10
ORD101427,17-06-2024,Nike,Model-838,Running,Women,7,White,189,0,189,3,567,Cash,Retail Store,India,Medium,4.3,567,0_to_10,567,Premium,0,2024,6,2024-06
ORD101428,04-08-2025,Reebok,Model-791,Lifestyle,Men,10,Grey,80,5,76,1,76,Bank Transfer,Retail Store,Germany,Low,4.8,76,0_to_10,76,Budget,4,2025,8,2025-08
ORD101429,27-08-2023,Puma,Model-759,Basketball,Unisex,7,Grey,79,20,63.2,2,126.4,Wallet,Online,Pakistan,Medium,3.3,126.4,11_to_20,126.4,Budget,15.8,2023,8,2023-08
ORD101430,19-02-2025,Puma,Model-780,Running,Men,6,Blue,180,5,171,2,342,Wallet,Retail Store,Germany,High,4.6,342,0_to_10,342,Premium,9,2025,2,2025-02
ORD101431,27-02-2023,Adidas,Model-112,Gym,Unisex,8,White,60,10,54,1,54,Wallet,Online,UK,High,4.2,54,0_to_10,54,Budget,6,2023,2,2023-02
ORD101432,22-10-2026,Adidas,Model-390,Gym,Unisex,9,Grey,212,0,212,3,636,Card,Online,UK,High,4.5,636,0_to_10,636,Premium,0,2026,10,2026-10
ORD101433,07-08-2020,Puma,Model-786,Training,Women,11,White,81,20,64.8,1,64.8,Bank Transfer,Online,Pakistan,Low,4.6,64.8,11_to_20,64.8,Budget,16.2,2020,8,2020-08
ORD101434,22-01-2026,ASICS,Model-168,Basketball,Women,11,White,112,15,95.2,3,285.6,Card,Retail Store,USA,Low,4.7,285.6,11_to_20,285.6,Budget,16.8,2026,1,2026-01
ORD101435,19-02-2024,Adidas,Model-431,Running,Women,10,Grey,75,5,71.25,4,285,Wallet,Retail Store,Germany,High,4.7,285,0_to_10,285,Budget,3.75,2024,2,2024-02
ORD101436,24-08-2026,ASICS,Model-355,Running,Women,11,Black,98,0,98,2,196,Wallet,Online,India,Medium,3.5,196,0_to_10,196,Mid,0,2026,8,2026-08
ORD101437,30-05-2026,Adidas,Model-597,Running,Unisex,7,Black,106,15,90.1,1,90.1,Card,Online,UAE,Low,4.2,90.1,11_to_20,90.1,Budget,15.9,2026,5,2026-05
ORD101438,01-10-2023,Puma,Model-930,Lifestyle,Unisex,10,Red,74,15,62.9,1,62.9,Card,Retail Store,UK,Medium,3.5,62.9,11_to_20,62.9,Budget,11.1,2023,10,2023-10
ORD101439,01-08-2018,Puma,Model-245,Gym,Men,9,Grey,133,5,126.35,1,126.35,Bank Transfer,Online,India,Medium,4.2,126.35,0_to_10,126.35,Mid,6.65,2018,8,2018-08
ORD101440,14-06-2020,New Balance,Model-573,Basketball,Men,7,Red,119,10,107.1,4,428.4,Wallet,Retail Store,India,Medium,3.9,428.4,0_to_10,428.4,Mid,11.9,2020,6,2020-06
ORD101441,06-09-2021,Puma,Model-252,Training,Men,10,Grey,73,0,73,1,73,Bank Transfer,Retail Store,India,Medium,4.9,73,0_to_10,73,Budget,0,2021,9,2021-09
ORD101442,20-01-2023,Nike,Model-285,Running,Women,11,Red,116,10,104.4,1,104.4,Cash,Online,UK,Medium,4.1,104.4,0_to_10,104.4,Mid,11.6,2023,1,2023-01
ORD101443,08-12-2018,Reebok,Model-458,Training,Women,10,White,217,10,195.3,1,195.3,Wallet,Retail Store,UK,Low,4.6,195.3,0_to_10,195.3,Premium,21.7,2018,12,2018-12
ORD101444,08-12-2018,Puma,Model-800,Basketball,Unisex,11,Blue,92,5,87.4,1,87.4,Wallet,Online,USA,High,4.1,87.4,0_to_10,87.4,Budget,4.6,2018,12,2018-12
ORD101445,27-03-2021,Reebok,Model-712,Running,Women,7,Blue,129,10,116.1,4,464.4,Card,Online,Germany,Low,3.7,464.4,0_to_10,464.4,Mid,12.9,2021,3,2021-03
ORD101446,13-06-2023,Reebok,Model-952,Lifestyle,Men,8,Red,133,5,126.35,4,505.4,Bank Transfer,Online,India,Medium,3.6,505.4,0_to_10,505.4,Mid,6.65,2023,6,2023-06
ORD101447,28-08-2020,Nike,Model-106,Training,Unisex,8,White,186,0,186,4,744,Cash,Online,UK,High,4.1,744,0_to_10,744,Premium,0,2020,8,2020-08
ORD101448,16-02-2025,Reebok,Model-120,Training,Unisex,7,Black,71,10,63.9,1,63.9,Wallet,Online,Pakistan,High,3.7,63.9,0_to_10,63.9,Budget,7.1,2025,2,2025-02
ORD101449,07-05-2019,Nike,Model-382,Gym,Unisex,9,Red,76,0,76,2,152,Card,Online,Germany,Medium,4.5,152,0_to_10,152,Budget,0,2019,5,2019-05
ORD101450,21-01-2022,Reebok,Model-928,Running,Unisex,11,Black,196,15,166.6,1,166.6,Bank Transfer,Online,UAE,Low,3.8,166.6,11_to_20,166.6,Premium,29.4,2022,1,2022-01
ORD101451,04-02-2025,Puma,Model-868,Gym,Women,10,Black,162,0,162,3,486,Cash,Online,UK,Medium,3.4,486,0_to_10,486,Premium,0,2025,2,2025-02
ORD101452,26-03-2025,Reebok,Model-605,Running,Men,11,White,85,0,85,2,170,Cash,Online,USA,High,3.4,170,0_to_10,170,Budget,0,2025,3,2025-03
ORD101453,07-03-2023,Nike,Model-896,Training,Women,7,Blue,181,10,162.9,3,488.7,Cash,Retail Store,India,Medium,3.5,488.7,0_to_10,488.7,Premium,18.1,2023,3,2023-03
ORD101454,20-11-2022,Nike,Model-541,Running,Women,10,Grey,201,15,170.85,4,683.4,Bank Transfer,Retail Store,Pakistan,High,4.2,683.4,11_to_20,683.4,Premium,30.15,2022,11,2022-11
ORD101455,31-10-2021,Adidas,Model-387,Running,Men,9,Black,150,0,150,3,450,Card,Online,UK,High,4.1,450,0_to_10,450,Premium,0,2021,10,2021-10
ORD101456,12-06-2018,Adidas,Model-236,Gym,Unisex,9,Red,205,20,164,2,328,Cash,Online,USA,High,3.9,328,11_to_20,328,Premium,41,2018,6,2018-06
ORD101457,19-12-2020,New Balance,Model-973,Training,Women,11,Blue,131,15,111.35,2,222.7,Card,Retail Store,Pakistan,High,3.1,222.7,11_to_20,222.7,Mid,19.65,2020,12,2020-12
ORD101458,19-10-2022,New Balance,Model-334,Lifestyle,Unisex,8,Blue,112,15,95.2,3,285.6,Bank Transfer,Online,USA,High,4.6,285.6,11_to_20,285.6,Budget,16.8,2022,10,2022-10
ORD101459,04-03-2023,ASICS,Model-502,Running,Unisex,9,Blue,159,30,111.3,3,333.9,Bank Transfer,Retail Store,Germany,Low,4.2,333.9,21_to_30,333.9,Mid,47.7,2023,3,2023-03
ORD101460,02-06-2026,ASICS,Model-640,Lifestyle,Unisex,7,Blue,160,20,128,3,384,Card,Retail Store,USA,High,3.4,384,11_to_20,384,Mid,32,2026,6,2026-06
ORD101461,24-01-2025,Adidas,Model-370,Lifestyle,Women,9,Black,167,5,158.65,4,634.6,Wallet,Retail Store,USA,Medium,3.8,634.6,0_to_10,634.6,Premium,8.35,2025,1,2025-01
ORD101462,06-03-2023,Reebok,Model-158,Running,Women,7,Blue,109,30,76.3,3,228.9,Wallet,Online,UAE,Low,4.1,228.9,21_to_30,228.9,Budget,32.7,2023,3,2023-03
ORD101463,03-07-2019,Nike,Model-747,Training,Men,10,White,215,5,204.25,3,612.75,Wallet,Online,UK,High,3.2,612.75,0_to_10,612.75,Premium,10.75,2019,7,2019-07
ORD101464,01-07-2022,Nike,Model-217,Training,Unisex,7,Grey,77,30,53.9,2,107.8,Bank Transfer,Online,Pakistan,High,4.3,107.8,21_to_30,107.8,Budget,23.1,2022,7,2022-07
ORD101465,11-12-2020,Adidas,Model-934,Gym,Unisex,10,Grey,198,15,168.3,4,673.2,Bank Transfer,Retail Store,Pakistan,High,4.4,673.2,11_to_20,673.2,Premium,29.7,2020,12,2020-12
ORD101466,13-03-2021,ASICS,Model-892,Gym,Women,10,Red,215,10,193.5,3,580.5,Bank Transfer,Retail Store,Germany,Low,4.5,580.5,0_to_10,580.5,Premium,21.5,2021,3,2021-03
ORD101467,06-07-2026,Nike,Model-185,Gym,Men,10,Blue,74,10,66.6,4,266.4,Wallet,Retail Store,India,Low,3.3,266.4,0_to_10,266.4,Budget,7.4,2026,7,2026-07
ORD101468,04-05-2018,ASICS,Model-359,Basketball,Unisex,9,Grey,109,20,87.2,1,87.2,Bank Transfer,Online,Germany,High,4,87.2,11_to_20,87.2,Budget,21.8,2018,5,2018-05
ORD101469,13-12-2022,Adidas,Model-518,Running,Women,10,Red,68,0,68,3,204,Bank Transfer,Retail Store,UK,Low,4.3,204,0_to_10,204,Budget,0,2022,12,2022-12
ORD101470,19-08-2025,Reebok,Model-342,Running,Men,6,Black,205,0,205,4,820,Bank Transfer,Retail Store,UAE,Low,3.1,820,0_to_10,820,Premium,0,2025,8,2025-08
ORD101471,06-03-2021,New Balance,Model-313,Running,Men,11,White,102,5,96.9,2,193.8,Cash,Retail Store,UK,Low,4.1,193.8,0_to_10,193.8,Mid,5.1,2021,3,2021-03
ORD101472,05-01-2023,New Balance,Model-933,Gym,Men,7,Blue,159,15,135.15,1,135.15,Card,Online,UAE,Low,4.4,135.15,11_to_20,135.15,Mid,23.85,2023,1,2023-01
ORD101473,16-09-2020,Adidas,Model-746,Basketball,Unisex,11,Blue,216,0,216,4,864,Bank Transfer,Retail Store,UAE,High,4.9,864,0_to_10,864,Premium,0,2020,9,2020-09
ORD101474,02-09-2023,New Balance,Model-425,Basketball,Women,8,Red,217,0,217,4,868,Wallet,Online,UAE,High,3.2,868,0_to_10,868,Premium,0,2023,9,2023-09
ORD101475,26-03-2018,Adidas,Model-328,Lifestyle,Unisex,11,Red,86,5,81.7,4,326.8,Bank Transfer,Retail Store,India,High,4.6,326.8,0_to_10,326.8,Budget,4.3,2018,3,2018-03
ORD101476,17-02-2024,Puma,Model-857,Gym,Men,6,Grey,106,10,95.4,2,190.8,Cash,Online,India,Medium,4.8,190.8,0_to_10,190.8,Budget,10.6,2024,2,2024-02
ORD101477,10-12-2022,Adidas,Model-767,Gym,Men,9,Red,135,0,135,3,405,Bank Transfer,Online,USA,Medium,3,405,0_to_10,405,Mid,0,2022,12,2022-12
ORD101478,02-12-2022,Reebok,Model-774,Basketball,Men,9,Blue,198,30,138.6,2,277.2,Wallet,Retail Store,Germany,Medium,4.9,277.2,21_to_30,277.2,Mid,59.4,2022,12,2022-12
ORD101479,06-03-2018,Reebok,Model-305,Gym,Women,7,White,87,10,78.3,2,156.6,Wallet,Retail Store,USA,Medium,4.6,156.6,0_to_10,156.6,Budget,8.7,2018,3,2018-03
ORD101480,30-08-2026,ASICS,Model-336,Basketball,Women,10,White,195,5,185.25,2,370.5,Card,Online,India,Low,3.8,370.5,0_to_10,370.5,Premium,9.75,2026,8,2026-08
ORD101481,15-04-2019,Puma,Model-404,Gym,Men,7,Red,159,20,127.2,1,127.2,Cash,Retail Store,UAE,Low,3.3,127.2,11_to_20,127.2,Mid,31.8,2019,4,2019-04
ORD101482,20-10-2023,New Balance,Model-392,Basketball,Unisex,7,Red,162,5,153.9,1,153.9,Card,Retail Store,USA,Low,3.7,153.9,0_to_10,153.9,Premium,8.1,2023,10,2023-10
ORD101483,16-05-2026,Reebok,Model-575,Gym,Men,11,White,151,30,105.7,3,317.1,Cash,Online,UAE,Low,3.4,317.1,21_to_30,317.1,Mid,45.3,2026,5,2026-05
ORD101484,11-11-2024,ASICS,Model-463,Running,Unisex,6,Red,191,5,181.45,2,362.9,Card,Online,UAE,High,4.2,362.9,0_to_10,362.9,Premium,9.55,2024,11,2024-11
ORD101485,16-09-2025,New Balance,Model-975,Running,Men,7,Red,215,20,172,3,516,Bank Transfer,Online,Germany,High,4.9,516,11_to_20,516,Premium,43,2025,9,2025-09
ORD101486,17-09-2026,ASICS,Model-971,Lifestyle,Unisex,8,White,142,15,120.7,3,362.1,Cash,Retail Store,India,Low,3.8,362.1,11_to_20,362.1,Mid,21.3,2026,9,2026-09
ORD101487,29-03-2021,Puma,Model-465,Running,Men,7,Grey,210,20,168,3,504,Wallet,Retail Store,India,Medium,4.1,504,11_to_20,504,Premium,42,2021,3,2021-03
ORD101488,19-03-2021,Adidas,Model-214,Gym,Women,7,Grey,117,0,117,4,468,Card,Online,UAE,Low,3.3,468,0_to_10,468,Mid,0,2021,3,2021-03
ORD101489,14-04-2025,New Balance,Model-719,Lifestyle,Women,6,Grey,84,15,71.4,2,142.8,Card,Retail Store,India,Medium,3.9,142.8,11_to_20,142.8,Budget,12.6,2025,4,2025-04
ORD101490,21-03-2018,Reebok,Model-173,Running,Women,9,Blue,178,10,160.2,4,640.8,Wallet,Retail Store,UK,Low,4.1,640.8,0_to_10,640.8,Premium,17.8,2018,3,2018-03
